sale_date,product_id,store_id,region,real_manager_name,manager_key,manager_masked,qty_sold,qty_ordered,projected_inventory_on_hand,inventory_health_status
2026-01-12,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,86,0,869,Healthy
2026-01-13,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,105,0,764,Healthy
2026-01-14,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,60,0,704,Healthy
2026-01-15,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,72,0,632,Healthy
2026-01-16,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,73,0,559,Healthy
2026-01-17,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,80,0,479,Healthy
2026-01-18,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,47,0,432,Healthy
2026-01-19,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,68,0,364,Healthy
2026-01-20,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,73,100,391,Healthy
2026-01-21,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,40,0,351,Healthy
2026-01-22,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,42,0,309,Healthy
2026-01-23,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,53,0,256,Healthy
2026-01-24,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,58,0,198,Healthy
2026-01-25,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,71,0,127,Healthy
2026-01-26,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,68,0,59,Healthy
2026-01-27,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,57,0,2,Risk
2026-01-28,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,52,0,-50,Stockout
2026-01-29,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,54,0,-104,Stockout
2026-01-30,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,52,0,-156,Stockout
2026-01-31,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,47,0,-203,Stockout
2026-02-01,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,75,0,-278,Stockout
2026-02-02,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,71,0,-349,Stockout
2026-02-03,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,68,0,-417,Stockout
2026-02-04,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,40,0,-457,Stockout
2026-02-05,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,44,0,-501,Stockout
2026-02-06,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,43,0,-544,Stockout
2026-02-07,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,67,0,-611,Stockout
2026-02-08,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,62,0,-673,Stockout
2026-02-09,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,55,0,-728,Stockout
2026-02-10,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,61,0,-789,Stockout
2026-02-11,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,54,0,-843,Stockout
2026-02-12,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,61,500,-404,Stockout
2026-02-13,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,43,0,-447,Stockout
2026-02-14,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,35,0,-482,Stockout
2026-02-15,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,53,0,-535,Stockout
2026-02-16,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,56,0,-591,Stockout
2026-02-17,2,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,60,0,-651,Stockout
2025-12-20,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,28,0,799,Healthy
2025-12-21,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,27,0,772,Healthy
2025-12-22,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,32,0,740,Healthy
2025-12-23,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,38,0,702,Healthy
2025-12-24,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,19,0,683,Healthy
2025-12-25,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,27,0,656,Healthy
2025-12-26,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,36,0,620,Healthy
2025-12-27,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,39,0,581,Healthy
2025-12-28,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,30,0,551,Healthy
2025-12-29,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,38,0,513,Healthy
2025-12-30,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,39,0,474,Healthy
2025-12-31,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,27,0,447,Healthy
2026-01-01,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,28,0,419,Healthy
2026-01-02,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,17,0,402,Healthy
2026-01-03,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,31,0,371,Healthy
2026-01-04,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,32,0,339,Healthy
2026-01-05,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,50,0,289,Healthy
2026-01-06,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,33,1000,1256,Healthy
2026-01-07,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,22,0,1234,Healthy
2026-01-08,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,33,0,1201,Healthy
2026-01-09,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,29,0,1172,Healthy
2026-01-10,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,27,0,1145,Healthy
2026-01-11,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,36,0,1109,Healthy
2026-01-12,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,37,0,1072,Healthy
2026-01-13,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,37,0,1035,Healthy
2026-01-14,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,23,0,1012,Healthy
2026-01-15,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,25,0,987,Healthy
2026-01-16,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,23,0,964,Healthy
2026-01-17,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,27,0,937,Healthy
2026-01-18,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,29,0,908,Healthy
2026-01-19,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,27,0,881,Healthy
2026-01-20,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,26,0,855,Healthy
2026-01-21,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,14,0,841,Healthy
2026-01-22,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,20,0,821,Healthy
2026-01-23,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,19,0,802,Healthy
2026-01-24,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,18,0,784,Healthy
2026-01-25,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,27,0,757,Healthy
2026-01-26,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,22,0,735,Healthy
2026-01-27,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,26,0,709,Healthy
2026-01-28,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,11,0,698,Healthy
2026-01-29,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,22,1000,1676,Healthy
2026-01-30,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,16,0,1660,Healthy
2026-01-31,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,23,0,1637,Healthy
2026-02-01,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,24,0,1613,Healthy
2026-02-02,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,17,0,1596,Healthy
2026-02-03,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,24,0,1572,Healthy
2026-02-04,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,19,0,1553,Healthy
2026-02-05,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,19,0,1534,Healthy
2026-02-06,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,17,0,1517,Healthy
2026-02-07,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,26,0,1491,Healthy
2026-02-08,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,14,0,1477,Healthy
2026-02-09,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,19,100,1558,Healthy
2026-02-10,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,25,0,1533,Healthy
2026-02-11,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,13,0,1520,Healthy
2026-02-12,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,21,0,1499,Healthy
2026-02-13,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,16,0,1483,Healthy
2026-02-14,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,20,0,1463,Healthy
2026-02-15,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,20,0,1443,Healthy
2026-02-16,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,24,0,1419,Healthy
2026-02-17,4,8,East,Robert Newson,8dc815a615d84920b64d2544cf0f5eb9,R***,26,0,1393,Healthy
2025-12-20,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,27,500,955,Healthy
2025-12-21,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,20,0,935,Healthy
2025-12-22,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,24,0,911,Healthy
2025-12-23,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,39,0,872,Healthy
2025-12-24,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,18,0,854,Healthy
2025-12-25,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,17,0,837,Healthy
2025-12-26,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,28,0,809,Healthy
2025-12-27,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,26,0,783,Healthy
2025-12-28,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,34,0,749,Healthy
2025-12-29,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,17,0,732,Healthy
2025-12-30,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,23,0,709,Healthy
2025-12-31,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,19,0,690,Healthy
2026-01-01,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,21,0,669,Healthy
2026-01-02,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,21,0,648,Healthy
2026-01-03,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,22,0,626,Healthy
2026-01-04,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,16,0,610,Healthy
2026-01-05,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,28,0,582,Healthy
2026-01-06,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,32,0,550,Healthy
2026-01-07,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,20,0,530,Healthy
2026-01-08,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,24,0,506,Healthy
2026-01-09,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,34,0,472,Healthy
2026-01-10,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,28,0,444,Healthy
2026-01-11,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,20,0,424,Healthy
2026-01-12,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,21,100,503,Healthy
2026-01-13,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,32,0,471,Healthy
2026-01-14,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,20,0,451,Healthy
2026-01-15,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,20,0,431,Healthy
2026-01-16,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,19,0,412,Healthy
2026-01-17,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,18,0,394,Healthy
2026-01-18,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,17,0,377,Healthy
2026-01-19,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,17,0,360,Healthy
2026-01-20,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,31,0,329,Healthy
2026-01-21,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,19,0,310,Healthy
2026-01-22,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,17,0,293,Healthy
2026-01-23,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,12,0,281,Healthy
2026-01-24,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,27,0,254,Healthy
2026-01-25,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,19,0,235,Healthy
2026-01-26,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,18,0,217,Healthy
2026-01-27,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,23,0,194,Healthy
2026-01-28,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,14,0,180,Healthy
2026-01-29,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,14,500,666,Healthy
2026-01-30,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,26,0,640,Healthy
2026-01-31,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,22,0,618,Healthy
2026-02-01,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,21,0,597,Healthy
2026-02-02,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,20,0,577,Healthy
2026-02-03,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,14,100,663,Healthy
2026-02-04,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,13,0,650,Healthy
2026-02-05,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,14,0,636,Healthy
2026-02-06,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,17,0,619,Healthy
2026-02-07,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,24,0,595,Healthy
2026-02-08,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,12,0,583,Healthy
2026-02-09,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,17,0,566,Healthy
2026-02-10,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,25,0,541,Healthy
2026-02-11,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,13,0,528,Healthy
2026-02-12,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,12,0,516,Healthy
2026-02-13,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,19,0,497,Healthy
2026-02-14,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,14,0,483,Healthy
2026-02-15,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,20,0,463,Healthy
2026-02-16,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,21,0,442,Healthy
2026-02-17,5,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,20,0,422,Healthy
2025-12-20,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,37,0,552,Healthy
2025-12-21,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,53,0,499,Healthy
2025-12-22,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,51,0,448,Healthy
2025-12-23,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,58,0,390,Healthy
2025-12-24,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,52,0,338,Healthy
2025-12-25,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,66,0,272,Healthy
2025-12-26,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,50,0,222,Healthy
2025-12-27,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,60,0,162,Healthy
2025-12-28,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,62,0,100,Healthy
2025-12-29,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,63,0,37,Healthy
2025-12-30,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,52,1000,985,Healthy
2025-12-31,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,43,0,942,Healthy
2026-01-01,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,42,0,900,Healthy
2026-01-02,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,38,0,862,Healthy
2026-01-03,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,52,0,810,Healthy
2026-01-04,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,57,0,753,Healthy
2026-01-05,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,59,0,694,Healthy
2026-01-06,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,54,0,640,Healthy
2026-01-07,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,42,0,598,Healthy
2026-01-08,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,43,0,555,Healthy
2026-01-09,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,44,0,511,Healthy
2026-01-10,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,54,0,457,Healthy
2026-01-11,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,48,0,409,Healthy
2026-01-12,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,64,0,345,Healthy
2026-01-13,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,68,100,377,Healthy
2026-01-14,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,42,0,335,Healthy
2026-01-15,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,55,0,280,Healthy
2026-01-16,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,52,100,328,Healthy
2026-01-17,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,55,0,273,Healthy
2026-01-18,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,40,0,233,Healthy
2026-01-19,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,45,0,188,Healthy
2026-01-20,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,51,0,137,Healthy
2026-01-21,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,30,0,107,Healthy
2026-01-22,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,23,0,84,Healthy
2026-01-23,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,42,0,42,Healthy
2026-01-24,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,38,0,4,Risk
2026-01-25,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,35,0,-31,Stockout
2026-01-26,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,46,0,-77,Stockout
2026-01-27,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,43,0,-120,Stockout
2026-01-28,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,21,0,-141,Stockout
2026-01-29,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,36,0,-177,Stockout
2026-01-30,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,43,0,-220,Stockout
2026-01-31,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,41,0,-261,Stockout
2026-02-01,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,36,0,-297,Stockout
2026-02-02,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,48,0,-345,Stockout
2026-02-03,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,38,0,-383,Stockout
2026-02-04,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,39,0,-422,Stockout
2026-02-05,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,38,100,-360,Stockout
2026-02-06,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,33,0,-393,Stockout
2026-02-07,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,39,0,-432,Stockout
2026-02-08,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,34,0,-466,Stockout
2026-02-09,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,41,0,-507,Stockout
2026-02-10,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,41,0,-548,Stockout
2026-02-11,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,28,0,-576,Stockout
2026-02-12,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,29,0,-605,Stockout
2026-02-13,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,26,0,-631,Stockout
2026-02-14,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,38,0,-669,Stockout
2026-02-15,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,38,0,-707,Stockout
2026-02-16,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,34,0,-741,Stockout
2026-02-17,6,5,West,Tyrion Marshall,b59168b4e14bf68f2eafa17191244e03,T***,41,0,-782,Stockout
2025-12-20,6,9,East,Frank Powers,43e6a0966ef52cae6106de11bb8405e3,F***,67,0,1497,Healthy
2025-12-21,6,9,East,Frank Powers,43e6a0966ef52cae6106de11bb8405e3,F***,80,0,1417,Healthy
